Who,What,When,when_yyyy_mm,Field,Area,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,EZID,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location),Address (map),Latitude,Longitude,Postcode,Country
NASA JPL,73874,2018-09-11,2018-09-01,research,,https://www.jpl.nasa.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4800 Oak Grove Drive, Pasadena, CA 91009, USA","4800 Oak Grove Drive, Pasadena, CA 91009, USA","4800 Oak Grove Drive, Pasadena, CA 91009, USA",34.2018154,-118.172888837844,,USA
SCM Journals,35229,2018-09-17,2018-09-01,publication,,http://scmjournals.com/ojs/index.php/index/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3558 65th St. Apt. 1H Woodside, New York 11377-2311, USA","35-58 65th St #1H Queens, NY 11377, USA","35-58 65th Street, Queens, NY 11377, USA",40.74882125,-73.8979276936073,,USA
Médiathèque de l'Architecture et du Patrimoine,22232,2018-09-18,2018-09-01,library,national,https://www.mediatheque-patrimoine.culture.gouv.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11 rue du Séminaire de Conflans, 94220, Charenton-le-Pont, France","11 rue du Séminaire de Conflans, 94220, Charenton-le-Pont, France","11 rue du Séminaire de Conflans, 94220, Charenton-le-Pont, France",48.8216608,2.4049374,94220,France
Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres,70455,2018-09-20,2018-09-01,publication,,http://www.revistareder.com/ojs/index.php/reder,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Pucará 4735, Santiago 7790421, Chile","Pucará 4735, Santiago 7790421, Chile","Pucará 4735, Santiago 7790421, Chile",-33.6262551,-70.7820909,,Chile
CEDROM-SNI,57800,2018-09-28,2018-09-01,IT,,http://www.europresse.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"825 avenue Querbes, Outremont, H2v 3X1, Canada","825 Av. Querbes Outremont, QC H2V 1J6, Canada","825 Av. Querbes Outremont, QC, Canada",45.5241669333333,-73.6126022666667,,Canada
Archives de la Haute-Garonne,44805,2018-10-04,2018-10-01,archives,departemental,https://archives.haute-garonne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11 Boulevard Griffoul Dorval, 31400, Toulouse, France","11 Boulevard Griffoul Dorval, 31400, Toulouse, France","11 Boulevard Griffoul Dorval, 31400, Toulouse, France",43.589564,1.4608169,31400,France
Archives départementales du Gard,31808,2018-10-10,2018-10-01,archives,departemental,https://archives.gard.fr/accueil.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"365, rue du Forez, 30000, Nîmes, France","365, rue du Forez, 30000, Nîmes, France","365, rue du Forez, 30000, Nîmes, France",43.8234173,4.3651687,30000,France
Archives départementales de la Charente-Maritime,18812,2018-10-22,2018-10-01,archives,departemental,https://archives.charente-maritime.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"85, boulevard de la République - CS 60003 - 17076 La Rochelle Cedex 9, France","35 Rue François de Vaux de Foletier, 17000, La Rochelle, France","35 Rue François de Vaux de Foletier, 17000, La Rochelle, France",46.1420723,-1.1530155,17000,France
UCLA Library Data Science Center,87909,2018-10-24,2018-10-01,library,,https://www.library.ucla.edu/location/data-science-center,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"UCLA - Young Research Library, 280 Charles Young Drive, Los Angeles, CA 90095-1575, USA","280 Charles Young Drive, Los Angeles, CA 90095, USA","Los Angeles, CA 90095, USA",34.0536909,-118.242766,,USA
UC Davis Online Strategies,85781,2018-10-24,2018-10-01,IT,,https://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"UC Davis Library, 100 NW Quad, University of California Davis, Davis, CA 95616, USA","100 NW Quad, University of California Davis, Davis, CA 95616, USA","Davis, CA 95616, USA",38.5434297,-121.7377558,,USA
NEOTIS,67376,2018-10-30,2018-10-01,IT,,https://assimo.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"11 rue alienor, 17220, Bourgneuf, France","11 rue alienor, 17220, Bourgneuf, France","11 rue alienor, 17220, Bourgneuf, France",46.1641745,-1.0237664,17220,France
"Escuela de Ciencias de la Ingeniería y Tecnología, Universidad Autónoma de Baja California",54381,2018-10-30,2018-10-01,university,,http://citecuvp.tij.uabc.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Blvd Universitario 1000 Unidad Valle de las Palmas, Tijuana, Baja California, Mexico","Blvd Universitario 1000 Valle de Las Palmas, 22260 Tijuana, B.C., Mexico","Blvd Universitario 1000, 22260 Tijuana, Mexico",32.4358768,-116.6772468,,Mexico
Editions BPI - Best Practice Inside,41384,2018-11-05,2018-11-01,publication,,https://www.editions-bpi.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Boulevard des Bouvets, 92000, Nanterre, France","1 Boulevard des Bouvets, 92000, Nanterre, France","1 Boulevard des Bouvets, 92000, Nanterre, France",48.8980131,2.2208571,92000,France
Archives municipales de Saint-Nazaire,28388,2018-11-08,2018-11-01,archives,municipal,https://archives.saintnazaire.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Hotel de ville, Place François Blancho, 44606 Saint-Nazaire Cedex, France","place François Blancho, 44600, Saint-Nazaire, France","place François Blancho, 44600, Saint-Nazaire, France",47.2741635,-2.2143095,44600,France
CFDT - Service des archives,15392,2018-11-13,2018-11-01,archives,national,https://archives.memoires.cfdt.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4, bd de la Villette, 75955 Paris cedex 19, France","49 avenue Simon Bolivar, 75019, Paris, France","49 avenue Simon Bolivar, 75019, Paris, France",48.8761893,2.3797741,75019,France
Projet Voltaire,76952,2018-11-13,2018-11-01,education,,https://www.projet-voltaire.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"6, avenue Sidoine-Apollinaire, 69009, Lyon, France","6, avenue Sidoine-Apollinaire, 69009, Lyon, France","6, avenue Sidoine-Apollinaire, 69009, Lyon, France",45.7743144,4.7947198,69009,France
Archives de la Ville de Chelles,63957,2018-11-15,2018-11-01,archives,municipal,https://www.chelles.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Mairie de Chelles, Parc du Souvenir, Emile Fouchard, 77505, Chelles cedex, France","Parc du souvenir Emile Fouchard, 77500, Chelles, France","Parc du souvenir Emile Fouchard, 77500, Chelles, France",48.87613355,2.5868029402309,77500,France
Archives municipales de Belfort,50960,2018-11-20,2018-11-01,archives,municipal,https://archives.belfort.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 rue de l'ancien théâtre, 90000, Belfort, France","2 rue de l'ancien théâtre, 90000, Belfort, France","2 rue de l'ancien théâtre, 90000, Belfort, France",47.6375494,6.8624776,90000,France
Dartmouth Spatial Archaeometry Lab,87296,2018-11-20,2018-11-01,research,,https://sites.dartmouth.edu/sparcl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Silsby Hall, Dartmouth College, Hanover, NH 03755, USA","Silsby Hall, Dartmouth College, Hanover, NH 03755, USA","Silsby Hall, Hanover, NH 03755, USA",43.70559645,-72.2900168869115,,USA
Bibliothèque de la Ville de La Chaux-de-Fonds,24968,2018-11-26,2018-11-01,library,,https://www.chaux-de-fonds.ch/biblio,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland","Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland","Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland",47.1043064,6.8262405,,Switzerland
Bibliothèque municipale de Nantes,73533,2018-11-28,2018-11-01,library,municipal,https://bm.nantes.fr/home.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"15 rue de l'Héronnière, 44000, Nantes, France","15 rue de l'Héronnière, 44000, Nantes, France","15 rue de l'Héronnière, 44000, Nantes, France",47.2112936,-1.562875,44000,France
docuteam,60536,2018-12-05,2018-12-01,IT,,https://docuteam.ch,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Im Langacker 16, 5405 Baden, Switzerland","Im Langacker 16, 5405 Baden, Switzerland","Im Langacker 16, 5405 Baden, Switzerland",47.45540485,8.2874031048791,,Switzerland
University of Colorado Boulder,47540,2018-12-11,2018-12-01,university,,https://www.colorado.edu/libraries,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1720 Pleasant Street, Boulder, CO 80309, USA","1720 Pleasant St Boulder, CO 80302, USA","1720 Pleasant St Boulder, CO 80302, USA",40.0087817,-105.2702329,,USA
Saint-Nazaire Agglomération Tourisme,34544,2018-12-12,2018-12-01,administrative district,municipal,https://www.saint-nazaire-tourisme.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3 boulevard de la légion d'honneur, Saint-Nazaire, 44613, France","3 boulevard de la légion d'honneur, 44600, Saint-Nazaire, France","3 boulevard de la légion d'honneur, 44600, Saint-Nazaire, France",47.276082,-2.2036008,44600,France
Phoebe A. Hearst Museum of Anthropology,21549,2018-12-21,2018-12-01,museum,,https://portal.hearstmuseum.berkeley.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"102 Kroeber Hall, #3712, Berkeley, CA 94720, USA","102 Anthropology and Art Practice Building, Berkeley, CA 94720, USA","102 Anthropology and Art Practice Building, Berkeley, CA 94720, USA",37.8698251,-122.255195395684,,USA
Musée national du Sport,70112,2018-12-27,2018-12-01,museum,national,https://www.museedusport.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"bd des jardiniers - Stade Allianz Riviera, CS 43152, 06203 Nice Cedex 3, France","Bd des Jardiniers - Stade Allianz Riviera, 06203, Nice, France","Boulevard des Jardiniers, 06203, Nice, France",43.7104831,7.1921253,6203,France
"Institute of Control, Robotics and Information Engineering (Poznan University of Technology)",57116,2019-01-03,2019-01-01,research,,https://www.fee.put.poznan.pl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"ul. Piotrowo 3a, 60-965 Poznan, Poland","Piotrowo 3A 61-138 Poznań, Poland","Piotrowo 3A 61-138 Poznań, Poland",52.40191905,16.9513115635333,,Poland
Centre for Astronomical Heritage,44120,2019-01-07,2019-01-01,research,,https://cfah.org.za,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"14 Mount Grace, Somerset Ridge, Cape Town, South Africa, 7130","14 Mount Grace St Somerset West, Cape Town, 7130, South Africa","Cape Town, 7130, South Africa",-33.9224221,18.4263523,,South Africa
ESCP Europe Bibliothèque du campus de Paris,31125,2019-01-10,2019-01-01,library,,https://escp.eu/paris,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"79 avenue de la République, 75011, Paris, France","79 avenue de la République, 75011, Paris, France","79 avenue de la République, 75011, Paris, France",48.86470235,2.38081469384154,75011,France
Office National d'Information Sur les Enseignements et les Professions - ONISEP,18470,2019-01-18,2019-01-01,education,national,https://www.onisep.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,12 mail Barthélémy Thimonnier CS10450 Lognes 77437 Marne-la-Vallée cedex 2 France,"12 Mail Barthélémy Thimonnier, 77185, Lognes, France","12 Mail Barthélémy Thimonnier, 77185, Lognes, France",48.8393935,2.62784488857519,77185,France
Educagri Editions,79688,2019-01-26,2019-01-01,publication,,https://editions.educagri.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"26 boulevard Petitjean, Dijon, 21079, France","26 boulevard Petitjean, 21079, Dijon, France","26 boulevard Docteur Petitjean, 21079, Dijon, France",47.3110977,5.0658578,21079,France
"Service Interétablissement de la Documentation, Université Grenoble Alpes",66692,2019-01-29,2019-01-01,university,,https://bibliotheques.univ-grenoble-alpes.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Bibliothèques Universitaires Grenoble Alpes, 1130 avenue Centrale, 38400, Saint-Martin-d'Hères, France","Bibliothèques Universitaires Grenoble Alpes, 1130 avenue Centrale, 38400, Saint-Martin-d'Hères, France","Bibliothèques Universitaires Grenoble Alpes, 1130 avenue Centrale, 38400, Saint-Martin-d'Hères, France",45.1915947,5.7697165,38400,France
Virginia Polytechnic Institute and State University Libraries,53696,2019-02-18,2019-02-01,library,,https://idn.lib.vt.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"560 Drillfield Dr, Blacksburg, VA 24061, USA","560 Drillfield Dr, Blacksburg, VA 24061, USA","560 Drillfield Dr, Blacksburg, VA 24061, USA",37.2293225,-80.4215465,,USA
UC Davis Archives and Institutional Assets,87293,2019-03-18,2019-03-01,archives,,http://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"Davis, California, USA","One Shields Avenue, Davis, CA 95616, USA","Davis, CA 95616, USA",38.5434297,-121.7377558,,USA
Musée Médard,40701,2019-03-25,2019-03-01,museum,,https://museemedard.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"71 place des Martyrs de la Résistance, 34400, Lunel, France","71 place des Martyrs de la Résistance, 34400, Lunel, France","71 place des Martyrs de la Résistance, 34400, Lunel, France",43.67546135,4.13430675535568,34400,France
DECALOG,28046,2019-04-01,2019-04-01,IT,,https://www.decalog.net/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1244 rue Henri Dunant, 07500, Guilherand-Granges, France","1244 rue Henri Dunant, 07500, Guilherand-Granges, France","1244 rue Henri Dunant, 07500, Guilherand-Granges, France",44.9405206,4.8664365,7500,France
Madmagz,88434,2019-04-02,2019-04-01,IT,,https://madmagz.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"10 rue Greneta, 75003, Paris, France","10 rue Greneta, 75003, Paris, France","10 rue Greneta, 75003, Paris, France",48.8653944,2.3524587,75003,France
Archives départementales des Pyrénées-Atlantiques,81221,2019-04-06,2019-04-01,archives,departemental,http://archives.le64.fr/accueil.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Cité administrative, boulevard Tourasse 64000, Pau, France","Cité administrative, boulevard Tourasse 64000, Pau, France","boulevard Tourasse, 64000, Pau, France",43.3111892,-0.3624017,64000,France
Tchê Química,80357,2019-04-06,2019-04-01,research,,http://www.journal.tchequimica.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil","Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil","Rua Anita Garibaldi, Porto Alegre, Brasil",-30.0267321,-51.1884178,,Brazil
Industry Documents Library,88122,2019-04-15,2019-04-01,library,,https://www.industrydocuments.ucsf.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,True,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA",37.7632358976912,-122.459004853967,,USA
Musée Archéologique de l'Oise,15051,2019-04-23,2019-04-01,museum,departemental,https://www.m-a-o.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 rue Les Marmousets, 60120, Vendeuil-Caply, France","1 rue Les Marmousets, 60120, Vendeuil-Caply, France","60120, Vendeuil-Caply, France",49.6074766,2.2888086,60120,France
Revista Elektron,76268,2019-04-25,2019-04-01,research,,http://elektron.fi.uba.ar/index.php/elektron,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Paseo Colón 850, 1er piso, C1063ACV, Buenos Aires, Argentina","850, 1er piso, C1063ACV, Buenos Aires, Argentina","Av. Paseo Colón 850, Buenos Aires, Argentina",-34.61766175,-58.3679382600873,,Argentina
MediaLibraryOnLine,63272,2019-04-30,2019-04-01,library,,https://medialibrary.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"via Cignani, 66, 40128 Bologna, Italy","Via Carlo Cignani, 66 40128 Bologna BO, Italy","Via Carlo Cignani, 66 40128 Bologna BO, Italy",44.5142635,11.3497424,,Italy
Journal of Geophysics,88439,2019-05-10,2019-05-01,research,,https://geophysicsjournal.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3501 Jack Northrop Ave, Hawthorne, CA 90250, USA","3501 Jack Northrop Ave, Hawthorne, CA 90250, USA","3501 Jack Northrop Ave, Hawthorne, CA 90250, USA",33.91976088,-118.33617184,,USA
Librairie LDE,87913,2019-05-13,2019-05-01,library,,https://www.lde.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4, rue Alfred Kastler, Molsheim, 67120, France","4, rue Alfred Kastler, Molsheim, 67120, France","4, rue Alfred Kastler, Molsheim, 67120, France",48.5368223,7.5138844,67120,France
"Musée Saint-Raymond, musée d'Archéologie de Toulouse",87276,2019-05-15,2019-05-01,museum,municipal,https://saintraymond.toulouse.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 ter Place Saint-Sernin, 31000, Toulouse, France","1 ter Place Saint-Sernin, 31000, Toulouse, France","Place Saint-Sernin, 31000, Toulouse, France",43.6088034,1.4416466,3100,France
