who,what,when,when_yyyy_mm,Field,Area,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,EZID,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location),address (map),latitude,longitude,postcode,country
Hampden Sydney College Archives & Special Collections,45832,2021-03-31,2021-03-01,archives,,https://libguides.hsc.edu/archives,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Bortz Library 237, Hampden-Sydney, VA 23943, USA","257 Via Sacra, Farmville, VA 23901, USA","Farmville, VA 23901, USA",37.3024713,-78.3923813,,USA
IJCERT Publication House,19839,2021-04-07,2021-04-01,IT,,https://www.ijcert.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"PS Rao Nagar, Dammaiguda, Hyderabad, 500083, Telangana, India","PS Rao Nagar Dammaiguda, Secunderabad, Télangana 500083, India","Secunderabad, Télangana 500083, India",17.4337246,78.5006827,,India
Innovación y Software,42411,2021-04-12,2021-04-01,IT,,https://revistas.ulasalle.edu.pe/innosoft,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Alfonso Ugarte No 517, Arequipa, Peru","Av. Alfonso Ugarte No 517, Arequipa, Peru","Av. Alfonso Ugarte No 517, Arequipa, Peru",-16.402498,-71.510641,,Peru
"Faculty of Humanities and Social Sciences, University of Zagreb",29415,2021-04-13,2021-04-01,university,,https://web2020.ffzg.unizg.hr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Ivana Lucica 3, HR 10000 Zagreb, Croatia","Ul. Ivana Lučića 3 10000, Zagreb, Croatia","Ul. Ivana Lučića 3 10000, Zagreb, Croatia",45.799796,15.97038,,Croatia
"Revista Científica de la Facultad de Ciencias Químicas y Farmacia, USAC",16420,2021-04-13,2021-04-01,university,,https://revistacient.ccqqfar.usac.edu.gt/index.php/revista_cientifica,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Ciudad Universitaria, 11 Av, Guatemala, 01012, Guatemala","11 Avenida, Cdad. de Guatemala 01012, Guatemala","11 Avenida, Guatemala 01012, Guatemala",14.593218,-90.5501851,,Guatemala
University of Northampton,77980,2021-04-14,2021-04-01,university,,https://www.northampton.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"University Drive, Northampton NN1 5PH, United Kingdom","University Dr, Northampton, United Kingdom","University Dr, Northampton, United Kingdom",52.231118,-0.8854294,,United Kingdom
Unversidad Nacional de Río Cuarto,64984,2021-04-14,2021-04-01,university,,https://www.unrc.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Ruta Nacional 36, Km. 601, Río Cuarto, Córdoba, CA X5804BYA, Argentina","Ruta Nac. 36 - Km. 601, X5804BYA Río Cuarto, Córdoba, Argentina","Río Cuarto, Córdoba, Argentina",-33.1237585,-64.3489782,,Argentina
Grupo INDECSAR,51987,2021-04-19,2021-04-01,research,,https://indecsar.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Calle 3, Villa 30, Ciudadela Panorama, Durán, Ecuador","Villa 30, Ciudadela Panorama, Durán, Ecuador","Ciudadela Panorama, Durán, Ecuador",-2.1890418,-79.8205503,,Ecuador
National Journal of Environment and Scientific Research,25996,2021-04-21,2021-04-01,research,,https://www.njesr.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Jawahar Nagar, Sri Ganganagar, Rajasthan 335001, India","Jawahar Nagar, Sri Ganganagar, Rajasthan 335001, India","Sri Ganganagar, Rajasthan 335001, India",29.9270556,73.8761519,,India
Conservatoire et jardin botaniques de la ville de Genève,13001,2021-04-21,2021-04-01,research,,https://archives.cjbg.ch/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Chemin de l'Impératrice 1, 1292 Chambésy, Genève, Switzerland","Chemin de l'Impératrice 1, 1292 Chambésy, Genève, Switzerland","Chemin de l'Impératrice 1, 1292 Chambésy, Genève, Switzerland",46.2280316,6.146285,,Switzerland
University of Southern Denmark,87557,2021-04-26,2021-04-01,university,,https://cloud.sdu.dk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Campusvej 55, 5230, Odense, Denmark","Campusvej 55, 5230, Odense, Denmark","Campusvej 55, 5230, Odense, Denmark",55.368644,10.428177,,Denmark
Association québécoise des marionnettistes,74560,2021-04-28,2021-04-01,association,,https://aqm.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"30 avenue Saint-Just, Montréal, QC, H4H 1Z8, Canada","30 Avenue Saint-Just Outremont, QC H2V 1X8, Canada","30 Avenue Saint-Just Outremont, QC, Canada",45.5182699,-73.6076807,,Canada
Universidad del Valle de Puebla,48567,2021-05-07,2021-05-01,university,,https://uvp.mx/revistas,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Calle 3 A Sur 5759, El Cerrito, 72440 Puebla, Puebla, Mexico","Calle 3 A Sur 5759, El Cerrito, 72440 Puebla, Puebla, Mexico","El Cerrito, 72440 Puebla, Puebla, Mexico",19.04117665,-98.1204090898957,,Mexico
Poltekkes Kemenkes Kendari,22917,2021-05-10,2021-05-01,university,,https://NLP.poltekkes-kdi.ac.id,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Jl. Jend. AH. Nasution No.14 Kambu, Kec. Kambu, Kota Kendari, Sulawesi Tenggara 93231, Indonesia","Jl. Jend. AH. Nasution No.14 Kambu, Kec. Kambu, Kota Kendari, Sulawesi Tenggara 93231, Indonesia","Kota Kendari, Sulawesi Tenggara 93231, Indonesia",-3.97364735,122.512924379081,,Indonesia
Università degli Studi di Torino,84136,2021-05-14,2021-05-01,university,,https://dl.unito.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Via Verdi, 8 - 10124 Torino, Italy","Via Verdi, 8 - 10124 Torino, Italy","Via Verdi, 8 - 10124 Torino, Italy",45.3206763,7.7254265,,Italy
Archives de l'Etat de Fribourg,58143,2021-05-20,2021-05-01,archives,,https://archivesqa.fr.ch,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Route des Arsenaux 17, 1700 Fribourg, Switzerland","Route des Arsenaux 17, 1700 Fribourg, Switzerland","Route des Arsenaux 17, 1700 Fribourg, Switzerland",46.7983497,7.1498843,,Switzerland
Revista Odontología Vital,45148,2021-05-25,2021-05-01,publication,,https://revistas.ulatina.ac.cr/index.php/odontologiavital/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"San Pedro, San José, Costa Rica","San Pedro, San José, Costa Rica","San Pedro, San José, Costa Rica",9.9325645,-84.0487703,,Costa Rica
Quintú Quimün. Revista de lingüística,80715,2021-06-01,2021-06-01,publication,,http://revele.uncoma.edu.ar/htdoc/revele,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Mendoza 2151, R8332 General Roca, Río Negro, Argentina","Av. Mendoza 2151, R8332 General Roca, Río Negro, Argentina","Av. Mendoza 2151, Río Negro, Argentina",-32.8077102,-68.7678227,,Argentina
Didasc@lia: didáctica y educación,54724,2021-06-08,2021-06-01,education,,http://revistas.ult.edu.cu/index.php/didascalia,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Calle Lico Cruz  Ramón Ortuño CP: 75100. Las Tunas, Cuba","Calle Lico Cruz  Ramón Ortuño CP: 75100. Las Tunas, Cuba","Ramón Ortuño, Las Tunas, Cuba",20.9570538,-76.956429,,Cuba
Boletín Científico Tecnológico,42069,2021-06-10,2021-06-01,publication,,https://bct.boletincientifico.cl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Valenzuela Llanos Nº 623, La Reina, Santiago, Chile","Valenzuela Llanos Nº 623, La Reina, Santiago, Chile","Valenzuela Llanos, La Reina, Santiago, Chile",-33.4500965,-70.5421762,,Chile
Clwyd-Powys Archaeological Trust,16078,2021-06-14,2021-06-01,archeology,,https://cpat.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"The Offices, Welshpool SY21 8RP, United Kingdom","The Offices, Welshpool SY21 8RP, United Kingdom","Welshpool SY21 8RP, United Kingdom",52.6600742,-3.1474212,,United Kingdom
Facultad de Ciencias Económicas de la Universidad de Buenos Aires,77295,2021-06-14,2021-06-01,university,,https://economicas.uba.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Córdoba 2122 C1113 CABA, Argentina","Av. Córdoba 2122 C1113 CABA, Argentina","Av. Córdoba 2122 C1113 CABA, Argentina",-34.599901532653064,-58.397575524489795,,Argentina
Wooclap,51645,2021-06-15,2021-06-01,education,,https://wooclap.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4 Rue des Pères Blancs, 1040 Etterbeek, Belgium","4 Rue des Pères Blancs, 1040 Etterbeek, Belgium","Rue des Pères Blancs, Etterbeek, Belgium",50.8269701,4.4001947,,Belgium
Centro de Documentación Regional Juan Bautista Vázquez,25654,2021-06-18,2021-06-01,library,,https://www.ucuenca.edu.ec/servicios/biblioteca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av 12 de Abril & Av Loja, Cuenca, Ecuador","Av 12 de Abril & Av Loja, Cuenca, Ecuador","Av Loja, Cuenca, Ecuador",-2.9102248,-79.028429,,Ecuador
Direzione Generale Archivi,12657,2021-06-18,2021-06-01,archives,,https://www.antenati.san.beniculturali.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"via di san michele 22, 00153 Roma, Italy","via di san michele 22, 00153 Roma, Italy","via di san michele 22, 00153 Roma, Italy",41.8853776,12.4752796,,Italy
"University of Wisconsin, Madison, Law School",86871,2021-06-18,2021-06-01,university,,https://repository.law.wisc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"975 Bascom Mall, Madison WI 53706, USA","975 Bascom Mall, Madison WI 53706, USA","Madison WI 53706, USA",43.074761,-89.3837613,,USA
George Mason University Libraries,61221,2021-06-29,2021-06-01,library,,https://library.gmu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4400 University Dr, Fairfax, VA 22030, USA","4400 University Dr, Fairfax, VA 22030, USA","4400 University Dr, Fairfax, VA 22030, USA",38.83133325,-77.30798838879116,,USA
Helmholtz Centre for Environmental Research GmbH - UFZ,48226,2021-06-30,2021-06-01,research,,https://www.ufz.de,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Permoserstr. 15, 04318 Leipzig, Germany","Permoserstr. 15, 04318 Leipzig, Germany","Permoserstr. 15, 04318 Leipzig, Germany",51.35248315,12.434512518743048,,Germany
The Open Academic Research Association,22233,2021-07-06,2021-07-01,research,,https://oara.info/about,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Al Yarmouk - Baqubah, Diyala - Iraq","Al Yarmouk - Baqubah, Diyala - Iraq","Baqubah, Diyala, Iraq",33.7437267,44.6495225,,Iraq
Polyneme LLC,57802,2021-07-07,2021-07-01,Not available,,https://ns.polyneme.xyz,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"82 Nassau St # 60280, New York, NY 10038-3703, USA","82 Nassau St # 60280, New York, NY 10038-3703, USA","82 Nassau Street, New York, NY 10038-3703, USA",40.7116446,-74.0059076,,USA
Abridged Pause Archiving,44806,2021-07-07,2021-07-01,music,,https://www.abridgedpause.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"350 Royale Place, Montreal, Quebec H2Y 3Y5, Canada","350 Royale Place, Montreal, Quebec H2Y 3Y5, Canada","Place Royale, Montréal, Canada",45.50326305,-73.55425907051458,,Canada
