Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
Anaphore,25653,2018-08-13,https://www.anaphore.eu,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 ter, chemin de la Fontaine, 13570, Barbentane, France","3 ter, chemin de la Fontaine, 13570, Barbentane, France"
PRO-Economics,12656,2018-09-06,https://proeconomics.ru,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Mozhayskoye Shosse, 71, Odintsovo, Moscow Oblast, Russia, 143007","Mozhayskoye Shosse, 71, Odintsovo, Moscow Oblast, Russia, 143007"
UCSD Center for Computational Mass Spectrometry,80359,2018-09-06,https://massive.ucsd.edu/ProteoSAFe/static/massive.jsp,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Drive, EBU3B, La Jolla, CA 92093, USA","9500 Gilman Drive, EBU3B, La Jolla, CA 92093, USA"
Archives Nationales du Monde du Travail,60879,2018-09-11,https://archives-nationales-travail.culture.gouv.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"78 Boulevard du Général Leclerc, 59100, Roubaix, France","78 Boulevard du Général Leclerc, 59100, Roubaix, France"
PIX,48224,2018-09-11,https://pix.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"156, Bd Haussmann, 75008, Paris, France","156, Bd Haussmann, 75008, Paris, France"
NASA JPL,73874,2018-09-11,https://www.jpl.nasa.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4800 Oak Grove Drive, Pasadena, CA 91009, USA","4800 Oak Grove Drive, Pasadena, CA 91009, USA"
SCM Journals,35229,2018-09-17,http://scmjournals.com/ojs/index.php/index/index,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3558 65th St. Apt. 1H Woodside, New York 11377-2311, USA","35-58 65th St #1H Queens, NY 11377, USA"
Médiathèque de l'Architecture et du Patrimoine,22232,2018-09-18,https://www.mediatheque-patrimoine.culture.gouv.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 rue du Séminaire de Conflans, 94220, Charenton-le-Pont, France","11 rue du Séminaire de Conflans, 94220, Charenton-le-Pont, France"
Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres,70455,2018-09-20,http://www.revistareder.com/ojs/index.php/reder,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Pucará 4735, Santiago 7790421, Chile","Pucará 4735, Santiago 7790421, Chile"
CEDROM-SNI,57800,2018-09-28,http://www.europresse.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"825 avenue Querbes, Outremont, H2v 3X1, Canada","825 Av. Querbes Outremont, QC H2V 1J6, Canada"
Archives de la Haute-Garonne,44805,2018-10-04,https://archives.haute-garonne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 Boulevard Griffoul Dorval, 31400, Toulouse, France","11 Boulevard Griffoul Dorval, 31400, Toulouse, France"
Archives départementales du Gard,31808,2018-10-10,https://archives.gard.fr/accueil.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"365, rue du Forez, 30000, Nîmes, France","365, rue du Forez, 30000, Nîmes, France"
Archives départementales de la Charente-Maritime,18812,2018-10-22,https://archives.charente-maritime.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"85, boulevard de la République - CS 60003 - 17076 La Rochelle Cedex 9, France","35 Rue François de Vaux de Foletier, 17000, La Rochelle, France"
UCLA Library Data Science Center,87909,2018-10-24,https://www.library.ucla.edu/location/data-science-center,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"UCLA - Young Research Library, 280 Charles Young Drive, Los Angeles, CA 90095-1575, USA","280 Charles Young Drive, Los Angeles, CA 90095, USA"
UC Davis Online Strategies,85781,2018-10-24,https://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"UC Davis Library, 100 NW Quad, University of California Davis, Davis, CA 95616, USA","100 NW Quad, University of California Davis, Davis, CA 95616, USA"
NEOTIS,67376,2018-10-30,https://assimo.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 rue alienor, 17220, Bourgneuf, France","11 rue alienor, 17220, Bourgneuf, France"
"Escuela de Ciencias de la Ingeniería y Tecnología, Universidad Autónoma de Baja California",54381,2018-10-30,http://citecuvp.tij.uabc.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Blvd Universitario 1000 Unidad Valle de las Palmas, Tijuana, Baja California, Mexico","Blvd Universitario 1000 Valle de Las Palmas, 22260 Tijuana, B.C., Mexico"
Editions BPI - Best Practice Inside,41384,2018-11-05,https://www.editions-bpi.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Boulevard des Bouvets, 92000, Nanterre, France","1 Boulevard des Bouvets, 92000, Nanterre, France"
Archives municipales de Saint-Nazaire,28388,2018-11-08,https://archives.saintnazaire.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Hotel de ville, Place François Blancho, 44606 Saint-Nazaire Cedex, France","place François Blancho, 44600, Saint-Nazaire, France"
CFDT - Service des archives,15392,2018-11-13,https://archives.memoires.cfdt.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4, bd de la Villette, 75955 Paris cedex 19, France","49 avenue Simon Bolivar, 75019, Paris, France"
Projet Voltaire,76952,2018-11-13,https://www.projet-voltaire.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6, avenue Sidoine-Apollinaire, 69009, Lyon, France","6, avenue Sidoine-Apollinaire, 69009, Lyon, France"
Archives de la Ville de Chelles,63957,2018-11-15,https://www.chelles.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Mairie de Chelles, Parc du Souvenir, Emile Fouchard, 77505, Chelles cedex, France","Parc du souvenir Emile Fouchard, 77500, Chelles, France"
Archives municipales de Belfort,50960,2018-11-20,https://archives.belfort.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2 rue de l'ancien théâtre, 90000, Belfort, France","2 rue de l'ancien théâtre, 90000, Belfort, France"
Dartmouth Spatial Archaeometry Lab,87296,2018-11-20,https://sites.dartmouth.edu/sparcl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Silsby Hall, Dartmouth College, Hanover, NH 03755, USA","Silsby Hall, Dartmouth College, Hanover, NH 03755, USA"
Bibliothèque de la Ville de La Chaux-de-Fonds,24968,2018-11-26,https://www.chaux-de-fonds.ch/biblio,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland","Rue du Progrès 33, 2303 La Chaux-de-Fonds, Switzerland"
Bibliothèque municipale de Nantes,73533,2018-11-28,https://bm.nantes.fr/home.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"15 rue de l'Héronnière, 44000, Nantes, France","15 rue de l'Héronnière, 44000, Nantes, France"
docuteam,60536,2018-12-05,https://docuteam.ch,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Im Langacker 16, 5405 Baden, Switzerland","Im Langacker 16, 5405 Baden, Switzerland"
University of Colorado Boulder,47540,2018-12-11,https://www.colorado.edu/libraries,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1720 Pleasant Street, Boulder, CO 80309, USA","1720 Pleasant St Boulder, CO 80302, USA"
Saint-Nazaire Agglomération Tourisme,34544,2018-12-12,https://www.saint-nazaire-tourisme.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 boulevard de la légion d'honneur, Saint-Nazaire, 44613, France","3 boulevard de la légion d'honneur, 44600, Saint-Nazaire, France"
Phoebe A. Hearst Museum of Anthropology,21549,2018-12-21,https://portal.hearstmuseum.berkeley.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"102 Kroeber Hall, #3712, Berkeley, CA 94720, USA","102 Anthropology and Art Practice Building, Berkeley, CA 94720, USA"
Musée national du Sport,70112,2018-12-27,https://www.museedusport.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2018,,ARK,Anonyme,Anonyme,contact@email.com,,,,"bd des jardiniers - Stade Allianz Riviera, CS 43152, 06203 Nice Cedex 3, France","Bd des Jardiniers - Stade Allianz Riviera, 06203, Nice, France"
"Institute of Control, Robotics and Information Engineering (Poznan University of Technology)",57116,2019-01-03,https://www.fee.put.poznan.pl,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"ul. Piotrowo 3a, 60-965 Poznan, Poland","Piotrowo 3A 61-138 Poznań, Poland"
Centre for Astronomical Heritage,44120,2019-01-07,https://cfah.org.za,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"14 Mount Grace, Somerset Ridge, Cape Town, South Africa, 7130","14 Mount Grace St Somerset West, Cape Town, 7130, South Africa"
ESCP Europe Bibliothèque du campus de Paris,31125,2019-01-10,https://escp.eu/paris,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"79 avenue de la République, 75011, Paris, France","79 avenue de la République, 75011, Paris, France"
Office National d'Information Sur les Enseignements et les Professions - ONISEP,18470,2019-01-18,https://www.onisep.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,12 mail Barthélémy Thimonnier CS10450 Lognes 77437 Marne-la-Vallée cedex 2 France,"12 Mail Barthélémy Thimonnier, 77185, Lognes, France"
Educagri Editions,79688,2019-01-26,https://editions.educagri.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"26 boulevard Petitjean, Dijon, 21079, France","26 boulevard Petitjean, 21079, Dijon, France"
"Service Interétablissement de la Documentation, Université Grenoble Alpes",66692,2019-01-29,https://bibliotheques.univ-grenoble-alpes.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bibliothèques Universitaires Grenoble Alpes, 1130 avenue Centrale, 38400, Saint-Martin-d'Hères, France","Bibliothèques Universitaires Grenoble Alpes, 1130 avenue Centrale, 38400, Saint-Martin-d'Hères, France"
Virginia Polytechnic Institute and State University Libraries,53696,2019-02-18,https://idn.lib.vt.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"560 Drillfield Dr, Blacksburg, VA 24061, USA","560 Drillfield Dr, Blacksburg, VA 24061, USA"
UC Davis Archives and Institutional Assets,87293,2019-03-18,http://library.ucdavis.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Davis, California, USA","One Shields Avenue, Davis, CA 95616, USA"
Musée Médard,40701,2019-03-25,https://museemedard.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"71 place des Martyrs de la Résistance, 34400, Lunel, France","71 place des Martyrs de la Résistance, 34400, Lunel, France"
DECALOG,28046,2019-04-01,https://www.decalog.net/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1244 rue Henri Dunant, 07500, Guilherand-Granges, France","1244 rue Henri Dunant, 07500, Guilherand-Granges, France"
Madmagz,88434,2019-04-02,https://madmagz.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"10 rue Greneta, 75003, Paris, France","10 rue Greneta, 75003, Paris, France"
Archives départementales des Pyrénées-Atlantiques,81221,2019-04-06,http://archives.le64.fr/accueil.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Cité administrative, boulevard Tourasse 64000, Pau, France","Cité administrative, boulevard Tourasse 64000, Pau, France"
Tchê Química,80357,2019-04-06,http://www.journal.tchequimica.com/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil","Rua Anita Garibaldi, 359/603 Mont' Serrat - Porto Alegre/RS CEP: 90450-001, RS - Brasil"
Industry Documents Library,88122,2019-04-15,https://www.industrydocuments.ucsf.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA"
Musée Archéologique de l'Oise,15051,2019-04-23,https://www.m-a-o.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue Les Marmousets, 60120, Vendeuil-Caply, France","1 rue Les Marmousets, 60120, Vendeuil-Caply, France"
Revista Elektron,76268,2019-04-25,http://elektron.fi.uba.ar/index.php/elektron,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Paseo Colón 850, 1er piso, C1063ACV, Buenos Aires, Argentina","850, 1er piso, C1063ACV, Buenos Aires, Argentina"
MediaLibraryOnLine,63272,2019-04-30,https://medialibrary.it,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"via Cignani, 66, 40128 Bologna, Italy","Via Carlo Cignani, 66 40128 Bologna BO, Italy"
Journal of Geophysics,88439,2019-05-10,https://geophysicsjournal.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3501 Jack Northrop Ave, Hawthorne, CA 90250, USA","3501 Jack Northrop Ave, Hawthorne, CA 90250, USA"
Librairie LDE,87913,2019-05-13,https://www.lde.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4, rue Alfred Kastler, Molsheim, 67120, France","4, rue Alfred Kastler, Molsheim, 67120, France"
"Musée Saint-Raymond, musée d'Archéologie de Toulouse",87276,2019-05-15,https://saintraymond.toulouse.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 ter Place Saint-Sernin, 31000, Toulouse, France","1 ter Place Saint-Sernin, 31000, Toulouse, France"
Images et Savoirs,50277,2019-05-15,https://www.histoirealacarte.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 avenue Saint-Jérôme, 13100, Aix en Provence, France","12 avenue Saint-Jérôme, 13100, Aix en Provence, France"
UCSF Archives & Special Collections,81983,2019-05-16,https://www.library.ucsf.edu/archives,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"530 Parnassus Ave, San Francisco, CA 94143, USA","530 Parnassus Ave, San Francisco, CA 94143, USA"
Sonoma County Library,37622,2019-05-22,https://sonomalibrary.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"6135 State Farm Drive, Rohnert Park, CA 94928, USA","6135 State Farm Drive, Rohnert Park, CA 94928, USA"
Glose,24627,2019-06-11,https://glose.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"53, rue du Rocher, 75008, Paris, France","53, rue du Rocher, 75008, Paris, France"
PlayBac Presse,87911,2019-06-19,https://digital.playbacpresse.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"14 BIS rue des minimes, 75003, Paris, France","14 BIS rue des minimes, 75003, Paris, France"
Infotel SA,11630,2019-06-27,https://infotel.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"36 Avenue du Général de Gaulle, 93175, Bagnolet, France","36 Avenue du Général de Gaulle, 93175, Bagnolet, France"
National Registry of Exonerations,88112,2019-06-27,https://www.law.umich.edu/special/exoneration,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"3385 Social Ecology 2, University of California Irvine, Irvine, CA 92697-7080, USA","Social Ecology II Irvine, CA 92617, USA"
Journal of Rawalpindi Medical College,72848,2019-07-01,https://journalrmc.com/index.php/JRMC,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rawalpindi Medical University, Tipu Road, Rawalpindi, Pakistan","Tipu Rd, Chamanzar Colony, Rawalpindi, Punjab 46000, Pakistan"
UCI Library Digital Assets,81235,2019-07-01,https://www.lib.uci.edu/digital-collections,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"University Library, UC Irvine, Irvine, CA 92623, USA","University Library, UC Irvine, Irvine, CA 92623, USA"
EXARC,88735,2019-07-03,https://exarc.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Aloelaan 40A, 2316 XT Leiden, the Netherlands","Aloelaan 40A, 2316 XT Leiden, the Netherlands"
University of Virginia,59853,2019-07-10,http://uvaark.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1826 University Ave, Charlottesville, VA 22904, USA","1826 University Ave, Charlottesville, VA 22903, USA"
Centro Interamericano de Investigaciones Psicológicas y Ciencias Afines,81974,2019-07-15,http://www.ciipme-conicet.gov.ar/ojs/index.php?journal=interdisciplinaria,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"J. D. Perón 2158, Buenos Aires, Argentina","Pres. Tte. Gral. Juan Domingo Perón 2158 C1040 AAH, Buenos Aires, Argentina"
BRIEF.ME SAS,47198,2019-07-16,https://brief.me,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"14 rue de Thionville, 75019, Paris, France","14 rue de Thionville, 75019, Paris, France"
Calamus - SAEMED,34203,2019-08-08,http://calamus.saemed.org/index.php/calamus,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Varela 229, 1406 CABA, Argentina","Av. Varela 229 C1406 EKE, Buenos Aires, Argentina"
17beta,21206,2019-08-12,https://17beta.top,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2019,https://17beta.top/en/identifiers,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenida Principal #5120B, Mexico City, Mexico","Avenida Principal #5120B, Mexico City, Mexico"
